record_id,student_id,group_id,session_type,session_datetime,status
AT003228,S0379,G03,quiz,2026-01-25 17:00:00,P
AT003229,S0388,G03,quiz,2026-01-25 17:00:00,P
AT003230,S0403,G03,quiz,2026-01-25 17:00:00,P
AT003231,S0413,G03,quiz,2026-01-25 17:00:00,P
AT003232,S0417,G03,quiz,2026-01-25 17:00:00,P
AT003233,S0421,G03,quiz,2026-01-25 17:00:00,A
AT003234,S0423,G03,quiz,2026-01-25 17:00:00,P
AT003235,S0435,G03,quiz,2026-01-25 17:00:00,A
AT003236,S0436,G03,quiz,2026-01-25 17:00:00,P
AT003237,S0446,G03,quiz,2026-01-25 17:00:00,P
AT003238,S0450,G03,quiz,2026-01-25 17:00:00,P
AT003239,S0455,G03,quiz,2026-01-25 17:00:00,P
AT003240,S0458,G03,quiz,2026-01-25 17:00:00,P
AT003241,S0459,G03,quiz,2026-01-25 17:00:00,P
AT003242,S0460,G03,quiz,2026-01-25 17:00:00,P
AT003243,S0463,G03,quiz,2026-01-25 17:00:00,A
AT003244,S0466,G03,quiz,2026-01-25 17:00:00,P
AT003245,S0468,G03,quiz,2026-01-25 17:00:00,A
AT003246,S0470,G03,quiz,2026-01-25 17:00:00,P
AT003247,S0496,G03,quiz,2026-01-25 17:00:00,P
AT003248,S0498,G03,quiz,2026-01-25 17:00:00,P
AT004499,S0007,G04,session,2026-01-03 16:00:00,P
AT004500,S0008,G04,session,2026-01-03 16:00:00,P
AT004501,S0012,G04,session,2026-01-03 16:00:00,P
AT004502,S0019,G04,session,2026-01-03 16:00:00,A
AT004503,S0026,G04,session,2026-01-03 16:00:00,A
AT004504,S0027,G04,session,2026-01-03 16:00:00,P
AT004505,S0033,G04,session,2026-01-03 16:00:00,P
AT004506,S0039,G04,session,2026-01-03 16:00:00,A
AT004507,S0044,G04,session,2026-01-03 16:00:00,P
AT004508,S0047,G04,session,2026-01-03 16:00:00,P
AT004509,S0062,G04,session,2026-01-03 16:00:00,P
AT004510,S0063,G04,session,2026-01-03 16:00:00,P
AT004511,S0068,G04,session,2026-01-03 16:00:00,A
AT004512,S0076,G04,session,2026-01-03 16:00:00,P
AT004513,S0078,G04,session,2026-01-03 16:00:00,P
AT004514,S0080,G04,session,2026-01-03 16:00:00,P
AT004515,S0081,G04,session,2026-01-03 16:00:00,P
AT004516,S0086,G04,session,2026-01-03 16:00:00,P
AT004517,S0089,G04,session,2026-01-03 16:00:00,P
AT004518,S0092,G04,session,2026-01-03 16:00:00,P
AT004519,S0099,G04,session,2026-01-03 16:00:00,P
AT004520,S0103,G04,session,2026-01-03 16:00:00,P
AT004521,S0109,G04,session,2026-01-03 16:00:00,P
AT004522,S0113,G04,session,2026-01-03 16:00:00,A
AT004523,S0119,G04,session,2026-01-03 16:00:00,P
AT004524,S0120,G04,session,2026-01-03 16:00:00,P
AT004525,S0132,G04,session,2026-01-03 16:00:00,P
AT004526,S0151,G04,session,2026-01-03 16:00:00,P
AT004527,S0172,G04,session,2026-01-03 16:00:00,P
AT004528,S0184,G04,session,2026-01-03 16:00:00,P
AT004529,S0189,G04,session,2026-01-03 16:00:00,P
AT004530,S0191,G04,session,2026-01-03 16:00:00,P
AT004531,S0193,G04,session,2026-01-03 16:00:00,P
AT004532,S0205,G04,session,2026-01-03 16:00:00,P
AT004533,S0222,G04,session,2026-01-03 16:00:00,A
AT004534,S0230,G04,session,2026-01-03 16:00:00,A
AT004535,S0241,G04,session,2026-01-03 16:00:00,P
AT004536,S0258,G04,session,2026-01-03 16:00:00,A
AT004537,S0270,G04,session,2026-01-03 16:00:00,P
AT004538,S0280,G04,session,2026-01-03 16:00:00,A
AT004539,S0295,G04,session,2026-01-03 16:00:00,A
AT004540,S0316,G04,session,2026-01-03 16:00:00,P
AT004541,S0321,G04,session,2026-01-03 16:00:00,P
AT004542,S0328,G04,session,2026-01-03 16:00:00,P
AT004543,S0341,G04,session,2026-01-03 16:00:00,P
AT004544,S0342,G04,session,2026-01-03 16:00:00,A
AT004545,S0351,G04,session,2026-01-03 16:00:00,P
AT004546,S0357,G04,session,2026-01-03 16:00:00,P
AT004547,S0359,G04,session,2026-01-03 16:00:00,P
AT004548,S0371,G04,session,2026-01-03 16:00:00,P
AT004549,S0391,G04,session,2026-01-03 16:00:00,P
AT004550,S0393,G04,session,2026-01-03 16:00:00,A
AT004551,S0396,G04,session,2026-01-03 16:00:00,P
AT004552,S0397,G04,session,2026-01-03 16:00:00,A
AT004553,S0398,G04,session,2026-01-03 16:00:00,P
AT004554,S0401,G04,session,2026-01-03 16:00:00,A
AT004555,S0409,G04,session,2026-01-03 16:00:00,P
AT004556,S0422,G04,session,2026-01-03 16:00:00,P
AT004557,S0434,G04,session,2026-01-03 16:00:00,P
AT004558,S0438,G04,session,2026-01-03 16:00:00,P
AT004559,S0441,G04,session,2026-01-03 16:00:00,A
AT004560,S0461,G04,session,2026-01-03 16:00:00,P
AT004561,S0462,G04,session,2026-01-03 16:00:00,P
AT004562,S0475,G04,session,2026-01-03 16:00:00,P
AT004563,S0485,G04,session,2026-01-03 16:00:00,P
AT004564,S0007,G04,practical,2026-01-10 16:00:00,P
AT004565,S0008,G04,practical,2026-01-10 16:00:00,P
AT004566,S0012,G04,practical,2026-01-10 16:00:00,P
AT004567,S0019,G04,practical,2026-01-10 16:00:00,P
AT004568,S0026,G04,practical,2026-01-10 16:00:00,P
AT004569,S0027,G04,practical,2026-01-10 16:00:00,A
AT004570,S0033,G04,practical,2026-01-10 16:00:00,P
AT004571,S0039,G04,practical,2026-01-10 16:00:00,P
AT004572,S0044,G04,practical,2026-01-10 16:00:00,P
AT004573,S0047,G04,practical,2026-01-10 16:00:00,P
AT004574,S0062,G04,practical,2026-01-10 16:00:00,P
AT004575,S0063,G04,practical,2026-01-10 16:00:00,P
AT004576,S0068,G04,practical,2026-01-10 16:00:00,A
AT004577,S0076,G04,practical,2026-01-10 16:00:00,A
AT004578,S0078,G04,practical,2026-01-10 16:00:00,P
AT004579,S0080,G04,practical,2026-01-10 16:00:00,A
AT004580,S0081,G04,practical,2026-01-10 16:00:00,P
AT004581,S0086,G04,practical,2026-01-10 16:00:00,P
AT004582,S0089,G04,practical,2026-01-10 16:00:00,P
AT004583,S0092,G04,practical,2026-01-10 16:00:00,P
AT004584,S0099,G04,practical,2026-01-10 16:00:00,P
AT004585,S0103,G04,practical,2026-01-10 16:00:00,P
AT004586,S0109,G04,practical,2026-01-10 16:00:00,P
AT004587,S0113,G04,practical,2026-01-10 16:00:00,P
AT004588,S0119,G04,practical,2026-01-10 16:00:00,A
AT004589,S0120,G04,practical,2026-01-10 16:00:00,A
AT004590,S0132,G04,practical,2026-01-10 16:00:00,P
AT004591,S0151,G04,practical,2026-01-10 16:00:00,P
AT004592,S0172,G04,practical,2026-01-10 16:00:00,P
AT004593,S0184,G04,practical,2026-01-10 16:00:00,P
AT004594,S0189,G04,practical,2026-01-10 16:00:00,P
AT004595,S0191,G04,practical,2026-01-10 16:00:00,P
AT004596,S0193,G04,practical,2026-01-10 16:00:00,P
AT004597,S0205,G04,practical,2026-01-10 16:00:00,P
AT004598,S0222,G04,practical,2026-01-10 16:00:00,A
AT004599,S0230,G04,practical,2026-01-10 16:00:00,P
AT004600,S0241,G04,practical,2026-01-10 16:00:00,P
AT004601,S0258,G04,practical,2026-01-10 16:00:00,P
AT004602,S0270,G04,practical,2026-01-10 16:00:00,P
AT004603,S0280,G04,practical,2026-01-10 16:00:00,P
AT004604,S0295,G04,practical,2026-01-10 16:00:00,P
AT004605,S0316,G04,practical,2026-01-10 16:00:00,P
AT004606,S0321,G04,practical,2026-01-10 16:00:00,P
AT004607,S0328,G04,practical,2026-01-10 16:00:00,P
AT004608,S0341,G04,practical,2026-01-10 16:00:00,P
AT004609,S0342,G04,practical,2026-01-10 16:00:00,A
AT004610,S0351,G04,practical,2026-01-10 16:00:00,P
AT004611,S0357,G04,practical,2026-01-10 16:00:00,P
AT004612,S0359,G04,practical,2026-01-10 16:00:00,P
AT004613,S0371,G04,practical,2026-01-10 16:00:00,A
AT004614,S0391,G04,practical,2026-01-10 16:00:00,A
AT004615,S0393,G04,practical,2026-01-10 16:00:00,P
AT004616,S0396,G04,practical,2026-01-10 16:00:00,P
AT004617,S0397,G04,practical,2026-01-10 16:00:00,P
AT004618,S0398,G04,practical,2026-01-10 16:00:00,P
AT004619,S0401,G04,practical,2026-01-10 16:00:00,P
AT004620,S0409,G04,practical,2026-01-10 16:00:00,P
AT004621,S0422,G04,practical,2026-01-10 16:00:00,P
AT004622,S0434,G04,practical,2026-01-10 16:00:00,P
AT004623,S0438,G04,practical,2026-01-10 16:00:00,P
AT004624,S0441,G04,practical,2026-01-10 16:00:00,P
AT004625,S0461,G04,practical,2026-01-10 16:00:00,P
AT004626,S0462,G04,practical,2026-01-10 16:00:00,P
AT004627,S0475,G04,practical,2026-01-10 16:00:00,P
AT004628,S0485,G04,practical,2026-01-10 16:00:00,P
AT004629,S0007,G04,session,2026-01-17 16:00:00,A
AT004630,S0008,G04,session,2026-01-17 16:00:00,P
AT004631,S0012,G04,session,2026-01-17 16:00:00,A
AT004632,S0019,G04,session,2026-01-17 16:00:00,P
AT004633,S0026,G04,session,2026-01-17 16:00:00,P
AT004634,S0027,G04,session,2026-01-17 16:00:00,P
AT004635,S0033,G04,session,2026-01-17 16:00:00,P
AT004636,S0039,G04,session,2026-01-17 16:00:00,A
AT004637,S0044,G04,session,2026-01-17 16:00:00,P
AT004638,S0047,G04,session,2026-01-17 16:00:00,A
AT004639,S0062,G04,session,2026-01-17 16:00:00,P
AT004640,S0063,G04,session,2026-01-17 16:00:00,P
AT004641,S0068,G04,session,2026-01-17 16:00:00,A
AT004642,S0076,G04,session,2026-01-17 16:00:00,A
AT004643,S0078,G04,session,2026-01-17 16:00:00,P
AT004644,S0080,G04,session,2026-01-17 16:00:00,A
AT004645,S0081,G04,session,2026-01-17 16:00:00,P
AT004646,S0086,G04,session,2026-01-17 16:00:00,P
AT004647,S0089,G04,session,2026-01-17 16:00:00,P
AT004648,S0092,G04,session,2026-01-17 16:00:00,P
AT004649,S0099,G04,session,2026-01-17 16:00:00,P
AT004650,S0103,G04,session,2026-01-17 16:00:00,P
AT004651,S0109,G04,session,2026-01-17 16:00:00,P
AT004652,S0113,G04,session,2026-01-17 16:00:00,P
AT004653,S0119,G04,session,2026-01-17 16:00:00,P
AT004654,S0120,G04,session,2026-01-17 16:00:00,P
AT004655,S0132,G04,session,2026-01-17 16:00:00,P
AT004656,S0151,G04,session,2026-01-17 16:00:00,P
AT004657,S0172,G04,session,2026-01-17 16:00:00,A
AT004658,S0184,G04,session,2026-01-17 16:00:00,A
AT004659,S0189,G04,session,2026-01-17 16:00:00,A
AT004660,S0191,G04,session,2026-01-17 16:00:00,P
AT004661,S0193,G04,session,2026-01-17 16:00:00,A
AT004662,S0205,G04,session,2026-01-17 16:00:00,P
AT004663,S0222,G04,session,2026-01-17 16:00:00,P
AT004664,S0230,G04,session,2026-01-17 16:00:00,P
AT004665,S0241,G04,session,2026-01-17 16:00:00,P
AT004666,S0258,G04,session,2026-01-17 16:00:00,A
AT004667,S0270,G04,session,2026-01-17 16:00:00,P
AT004668,S0280,G04,session,2026-01-17 16:00:00,P
AT004669,S0295,G04,session,2026-01-17 16:00:00,P
AT004670,S0316,G04,session,2026-01-17 16:00:00,P
AT004671,S0321,G04,session,2026-01-17 16:00:00,P
AT004672,S0328,G04,session,2026-01-17 16:00:00,A
AT004673,S0341,G04,session,2026-01-17 16:00:00,P
AT004674,S0342,G04,session,2026-01-17 16:00:00,P
AT004675,S0351,G04,session,2026-01-17 16:00:00,A
AT004676,S0357,G04,session,2026-01-17 16:00:00,P
AT004677,S0359,G04,session,2026-01-17 16:00:00,P
AT004678,S0371,G04,session,2026-01-17 16:00:00,A
AT004679,S0391,G04,session,2026-01-17 16:00:00,A
AT004680,S0393,G04,session,2026-01-17 16:00:00,P
AT004681,S0396,G04,session,2026-01-17 16:00:00,P
AT004682,S0397,G04,session,2026-01-17 16:00:00,P
AT004683,S0398,G04,session,2026-01-17 16:00:00,P
AT004684,S0401,G04,session,2026-01-17 16:00:00,P
AT004685,S0409,G04,session,2026-01-17 16:00:00,A
AT004686,S0422,G04,session,2026-01-17 16:00:00,P
AT004687,S0434,G04,session,2026-01-17 16:00:00,P
AT004688,S0438,G04,session,2026-01-17 16:00:00,A
AT004689,S0441,G04,session,2026-01-17 16:00:00,A
AT004690,S0461,G04,session,2026-01-17 16:00:00,P
AT004691,S0462,G04,session,2026-01-17 16:00:00,P
AT004692,S0475,G04,session,2026-01-17 16:00:00,P
AT004693,S0485,G04,session,2026-01-17 16:00:00,P
AT004694,S0007,G04,quiz,2026-01-24 16:00:00,P
AT004695,S0008,G04,quiz,2026-01-24 16:00:00,P
AT004696,S0012,G04,quiz,2026-01-24 16:00:00,P
AT004697,S0019,G04,quiz,2026-01-24 16:00:00,P
AT004698,S0026,G04,quiz,2026-01-24 16:00:00,P
AT004699,S0027,G04,quiz,2026-01-24 16:00:00,P
AT004700,S0033,G04,quiz,2026-01-24 16:00:00,P
AT004701,S0039,G04,quiz,2026-01-24 16:00:00,P
AT004702,S0044,G04,quiz,2026-01-24 16:00:00,P
AT004703,S0047,G04,quiz,2026-01-24 16:00:00,P
AT004704,S0062,G04,quiz,2026-01-24 16:00:00,P
AT004705,S0063,G04,quiz,2026-01-24 16:00:00,A
AT004706,S0068,G04,quiz,2026-01-24 16:00:00,P
AT004707,S0076,G04,quiz,2026-01-24 16:00:00,A
AT004708,S0078,G04,quiz,2026-01-24 16:00:00,P
AT004709,S0080,G04,quiz,2026-01-24 16:00:00,A
AT004710,S0081,G04,quiz,2026-01-24 16:00:00,P
AT004711,S0086,G04,quiz,2026-01-24 16:00:00,A
AT004712,S0089,G04,quiz,2026-01-24 16:00:00,A
AT004713,S0092,G04,quiz,2026-01-24 16:00:00,P
AT004714,S0099,G04,quiz,2026-01-24 16:00:00,P
AT004715,S0103,G04,quiz,2026-01-24 16:00:00,A
AT004716,S0109,G04,quiz,2026-01-24 16:00:00,P
AT004717,S0113,G04,quiz,2026-01-24 16:00:00,A
AT004718,S0119,G04,quiz,2026-01-24 16:00:00,P
AT004719,S0120,G04,quiz,2026-01-24 16:00:00,A
AT004720,S0132,G04,quiz,2026-01-24 16:00:00,P
AT004721,S0151,G04,quiz,2026-01-24 16:00:00,P
AT004722,S0172,G04,quiz,2026-01-24 16:00:00,A
AT004723,S0184,G04,quiz,2026-01-24 16:00:00,P
AT004724,S0189,G04,quiz,2026-01-24 16:00:00,P
AT004725,S0191,G04,quiz,2026-01-24 16:00:00,P
AT004726,S0193,G04,quiz,2026-01-24 16:00:00,P
AT004727,S0205,G04,quiz,2026-01-24 16:00:00,A
AT004728,S0222,G04,quiz,2026-01-24 16:00:00,A
AT004729,S0230,G04,quiz,2026-01-24 16:00:00,A
AT004730,S0241,G04,quiz,2026-01-24 16:00:00,P
AT004731,S0258,G04,quiz,2026-01-24 16:00:00,A
AT004732,S0270,G04,quiz,2026-01-24 16:00:00,P
AT004733,S0280,G04,quiz,2026-01-24 16:00:00,P
AT004734,S0295,G04,quiz,2026-01-24 16:00:00,P
AT004735,S0316,G04,quiz,2026-01-24 16:00:00,A
AT004736,S0321,G04,quiz,2026-01-24 16:00:00,P
AT004737,S0328,G04,quiz,2026-01-24 16:00:00,P
AT004738,S0341,G04,quiz,2026-01-24 16:00:00,P
AT004739,S0342,G04,quiz,2026-01-24 16:00:00,A
AT004740,S0351,G04,quiz,2026-01-24 16:00:00,P
AT004741,S0357,G04,quiz,2026-01-24 16:00:00,P
AT004742,S0359,G04,quiz,2026-01-24 16:00:00,P
AT004743,S0371,G04,quiz,2026-01-24 16:00:00,P
AT004744,S0391,G04,quiz,2026-01-24 16:00:00,P
AT004745,S0393,G04,quiz,2026-01-24 16:00:00,P
AT004746,S0396,G04,quiz,2026-01-24 16:00:00,P
AT004747,S0397,G04,quiz,2026-01-24 16:00:00,P
AT004748,S0398,G04,quiz,2026-01-24 16:00:00,P
AT004749,S0401,G04,quiz,2026-01-24 16:00:00,P
AT004750,S0409,G04,quiz,2026-01-24 16:00:00,A
AT004751,S0422,G04,quiz,2026-01-24 16:00:00,P
AT004752,S0434,G04,quiz,2026-01-24 16:00:00,P
AT004753,S0438,G04,quiz,2026-01-24 16:00:00,P
AT004754,S0441,G04,quiz,2026-01-24 16:00:00,A
AT004755,S0461,G04,quiz,2026-01-24 16:00:00,P
AT004756,S0462,G04,quiz,2026-01-24 16:00:00,P
AT004757,S0475,G04,quiz,2026-01-24 16:00:00,P
AT004758,S0485,G04,quiz,2026-01-24 16:00:00,P
AT004759,S0007,G04,session,2026-01-31 16:00:00,P
AT004760,S0008,G04,session,2026-01-31 16:00:00,P
AT004761,S0012,G04,session,2026-01-31 16:00:00,A
AT004762,S0019,G04,session,2026-01-31 16:00:00,P
AT004763,S0026,G04,session,2026-01-31 16:00:00,P
AT004764,S0027,G04,session,2026-01-31 16:00:00,P
AT004765,S0033,G04,session,2026-01-31 16:00:00,P
AT004766,S0039,G04,session,2026-01-31 16:00:00,P
AT004767,S0044,G04,session,2026-01-31 16:00:00,P
AT004768,S0047,G04,session,2026-01-31 16:00:00,P
AT004769,S0062,G04,session,2026-01-31 16:00:00,A
AT004770,S0063,G04,session,2026-01-31 16:00:00,P
AT004771,S0068,G04,session,2026-01-31 16:00:00,P
AT004772,S0076,G04,session,2026-01-31 16:00:00,P
AT004773,S0078,G04,session,2026-01-31 16:00:00,P
AT004774,S0080,G04,session,2026-01-31 16:00:00,P
AT004775,S0081,G04,session,2026-01-31 16:00:00,P
AT004776,S0086,G04,session,2026-01-31 16:00:00,P
AT004777,S0089,G04,session,2026-01-31 16:00:00,A
AT004778,S0092,G04,session,2026-01-31 16:00:00,P
AT004779,S0099,G04,session,2026-01-31 16:00:00,P
AT004780,S0103,G04,session,2026-01-31 16:00:00,P
AT004781,S0109,G04,session,2026-01-31 16:00:00,P
AT004782,S0113,G04,session,2026-01-31 16:00:00,P
AT004783,S0119,G04,session,2026-01-31 16:00:00,A
AT004784,S0120,G04,session,2026-01-31 16:00:00,P
AT004785,S0132,G04,session,2026-01-31 16:00:00,P
AT004786,S0151,G04,session,2026-01-31 16:00:00,P
AT004787,S0172,G04,session,2026-01-31 16:00:00,P
AT004788,S0184,G04,session,2026-01-31 16:00:00,P
AT004789,S0189,G04,session,2026-01-31 16:00:00,P
AT004790,S0191,G04,session,2026-01-31 16:00:00,P
AT004791,S0193,G04,session,2026-01-31 16:00:00,A
AT004792,S0205,G04,session,2026-01-31 16:00:00,P
AT004793,S0222,G04,session,2026-01-31 16:00:00,P
AT004794,S0230,G04,session,2026-01-31 16:00:00,P
AT004795,S0241,G04,session,2026-01-31 16:00:00,A
AT004796,S0258,G04,session,2026-01-31 16:00:00,A
AT004797,S0270,G04,session,2026-01-31 16:00:00,P
AT004798,S0280,G04,session,2026-01-31 16:00:00,P
AT004799,S0295,G04,session,2026-01-31 16:00:00,P
AT004800,S0316,G04,session,2026-01-31 16:00:00,P
AT004801,S0321,G04,session,2026-01-31 16:00:00,P
AT004802,S0328,G04,session,2026-01-31 16:00:00,P
AT004803,S0341,G04,session,2026-01-31 16:00:00,A
AT004804,S0342,G04,session,2026-01-31 16:00:00,A
AT004805,S0351,G04,session,2026-01-31 16:00:00,P
AT004806,S0357,G04,session,2026-01-31 16:00:00,P
AT004807,S0359,G04,session,2026-01-31 16:00:00,P
AT004808,S0371,G04,session,2026-01-31 16:00:00,A
AT004809,S0391,G04,session,2026-01-31 16:00:00,P
AT004810,S0393,G04,session,2026-01-31 16:00:00,P
AT004811,S0396,G04,session,2026-01-31 16:00:00,A
AT004812,S0397,G04,session,2026-01-31 16:00:00,P
AT004813,S0398,G04,session,2026-01-31 16:00:00,P
AT004814,S0401,G04,session,2026-01-31 16:00:00,A
AT004815,S0409,G04,session,2026-01-31 16:00:00,A
AT004816,S0422,G04,session,2026-01-31 16:00:00,P
AT004817,S0434,G04,session,2026-01-31 16:00:00,P
AT004818,S0438,G04,session,2026-01-31 16:00:00,P
AT004819,S0441,G04,session,2026-01-31 16:00:00,P
AT004820,S0461,G04,session,2026-01-31 16:00:00,P
AT004821,S0462,G04,session,2026-01-31 16:00:00,P
AT004822,S0475,G04,session,2026-01-31 16:00:00,P
AT004823,S0485,G04,session,2026-01-31 16:00:00,P
AT006159,S0003,G05,practical,2026-01-06 16:00:00,P
AT006160,S0010,G05,practical,2026-01-06 16:00:00,P
AT006161,S0034,G05,practical,2026-01-06 16:00:00,P
AT006162,S0050,G05,practical,2026-01-06 16:00:00,P
AT006163,S0051,G05,practical,2026-01-06 16:00:00,P
AT006164,S0066,G05,practical,2026-01-06 16:00:00,P
AT006165,S0070,G05,practical,2026-01-06 16:00:00,P
AT006166,S0072,G05,practical,2026-01-06 16:00:00,P
AT006167,S0112,G05,practical,2026-01-06 16:00:00,A
AT006168,S0129,G05,practical,2026-01-06 16:00:00,P
AT006169,S0148,G05,practical,2026-01-06 16:00:00,P
AT006170,S0150,G05,practical,2026-01-06 16:00:00,P
AT006171,S0154,G05,practical,2026-01-06 16:00:00,A
AT006172,S0165,G05,practical,2026-01-06 16:00:00,P
AT006173,S0169,G05,practical,2026-01-06 16:00:00,P
AT006174,S0170,G05,practical,2026-01-06 16:00:00,A
AT006175,S0171,G05,practical,2026-01-06 16:00:00,P
AT006176,S0179,G05,practical,2026-01-06 16:00:00,P
AT006177,S0200,G05,practical,2026-01-06 16:00:00,A
AT006178,S0207,G05,practical,2026-01-06 16:00:00,P
AT006179,S0211,G05,practical,2026-01-06 16:00:00,P
AT006180,S0213,G05,practical,2026-01-06 16:00:00,A
AT006181,S0214,G05,practical,2026-01-06 16:00:00,P
AT006182,S0219,G05,practical,2026-01-06 16:00:00,P
AT006183,S0220,G05,practical,2026-01-06 16:00:00,P
AT006184,S0223,G05,practical,2026-01-06 16:00:00,A
AT006185,S0228,G05,practical,2026-01-06 16:00:00,P
AT006186,S0231,G05,practical,2026-01-06 16:00:00,P
AT006187,S0234,G05,practical,2026-01-06 16:00:00,P
AT006188,S0257,G05,practical,2026-01-06 16:00:00,P
AT006189,S0268,G05,practical,2026-01-06 16:00:00,P
AT006190,S0294,G05,practical,2026-01-06 16:00:00,P
AT006191,S0307,G05,practical,2026-01-06 16:00:00,P
AT006192,S0326,G05,practical,2026-01-06 16:00:00,P
AT006193,S0345,G05,practical,2026-01-06 16:00:00,A
AT006194,S0364,G05,practical,2026-01-06 16:00:00,P
AT006195,S0365,G05,practical,2026-01-06 16:00:00,A
AT006196,S0374,G05,practical,2026-01-06 16:00:00,P
AT006197,S0382,G05,practical,2026-01-06 16:00:00,P
AT006198,S0415,G05,practical,2026-01-06 16:00:00,P
AT006199,S0427,G05,practical,2026-01-06 16:00:00,P
AT006200,S0430,G05,practical,2026-01-06 16:00:00,P
AT006201,S0445,G05,practical,2026-01-06 16:00:00,A
AT006202,S0483,G05,practical,2026-01-06 16:00:00,P
AT006203,S0491,G05,practical,2026-01-06 16:00:00,A
AT006204,S0495,G05,practical,2026-01-06 16:00:00,P
AT006205,S0003,G05,session,2026-01-13 16:00:00,P
AT006206,S0010,G05,session,2026-01-13 16:00:00,P
AT006207,S0034,G05,session,2026-01-13 16:00:00,P
AT006208,S0050,G05,session,2026-01-13 16:00:00,P
AT006209,S0051,G05,session,2026-01-13 16:00:00,P
AT006210,S0066,G05,session,2026-01-13 16:00:00,P
AT006211,S0070,G05,session,2026-01-13 16:00:00,P
AT006212,S0072,G05,session,2026-01-13 16:00:00,P
AT006213,S0112,G05,session,2026-01-13 16:00:00,P
AT006214,S0129,G05,session,2026-01-13 16:00:00,P
AT006215,S0148,G05,session,2026-01-13 16:00:00,P
AT006216,S0150,G05,session,2026-01-13 16:00:00,P
AT006217,S0154,G05,session,2026-01-13 16:00:00,P
AT006218,S0165,G05,session,2026-01-13 16:00:00,P
AT006219,S0169,G05,session,2026-01-13 16:00:00,P
AT006220,S0170,G05,session,2026-01-13 16:00:00,A
AT006221,S0171,G05,session,2026-01-13 16:00:00,P
AT006222,S0179,G05,session,2026-01-13 16:00:00,P
AT006223,S0200,G05,session,2026-01-13 16:00:00,P
AT006224,S0207,G05,session,2026-01-13 16:00:00,P
AT006225,S0211,G05,session,2026-01-13 16:00:00,P
AT006226,S0213,G05,session,2026-01-13 16:00:00,P
AT006227,S0214,G05,session,2026-01-13 16:00:00,P
AT006228,S0219,G05,session,2026-01-13 16:00:00,P
AT006229,S0220,G05,session,2026-01-13 16:00:00,P
AT006230,S0223,G05,session,2026-01-13 16:00:00,P
AT006231,S0228,G05,session,2026-01-13 16:00:00,A
AT006232,S0231,G05,session,2026-01-13 16:00:00,P
AT006233,S0234,G05,session,2026-01-13 16:00:00,P
AT006234,S0257,G05,session,2026-01-13 16:00:00,P
AT006235,S0268,G05,session,2026-01-13 16:00:00,P
AT006236,S0294,G05,session,2026-01-13 16:00:00,P
AT006237,S0307,G05,session,2026-01-13 16:00:00,P
AT006238,S0326,G05,session,2026-01-13 16:00:00,P
AT006239,S0345,G05,session,2026-01-13 16:00:00,A
AT006240,S0364,G05,session,2026-01-13 16:00:00,P
AT006241,S0365,G05,session,2026-01-13 16:00:00,P
AT006242,S0374,G05,session,2026-01-13 16:00:00,P
AT006243,S0382,G05,session,2026-01-13 16:00:00,P
AT006244,S0415,G05,session,2026-01-13 16:00:00,P
AT006245,S0427,G05,session,2026-01-13 16:00:00,P
AT006246,S0430,G05,session,2026-01-13 16:00:00,P
AT006247,S0445,G05,session,2026-01-13 16:00:00,A
AT006248,S0483,G05,session,2026-01-13 16:00:00,P
AT006249,S0491,G05,session,2026-01-13 16:00:00,P
AT006250,S0495,G05,session,2026-01-13 16:00:00,P
AT006251,S0003,G05,quiz,2026-01-20 16:00:00,P
AT006252,S0010,G05,quiz,2026-01-20 16:00:00,P
AT006253,S0034,G05,quiz,2026-01-20 16:00:00,P
AT006254,S0050,G05,quiz,2026-01-20 16:00:00,P
AT006255,S0051,G05,quiz,2026-01-20 16:00:00,P
AT006256,S0066,G05,quiz,2026-01-20 16:00:00,P
AT006257,S0070,G05,quiz,2026-01-20 16:00:00,P
AT006258,S0072,G05,quiz,2026-01-20 16:00:00,P
AT006259,S0112,G05,quiz,2026-01-20 16:00:00,P
AT006260,S0129,G05,quiz,2026-01-20 16:00:00,A
AT006261,S0148,G05,quiz,2026-01-20 16:00:00,P
AT006262,S0150,G05,quiz,2026-01-20 16:00:00,P
AT006263,S0154,G05,quiz,2026-01-20 16:00:00,A
AT006264,S0165,G05,quiz,2026-01-20 16:00:00,P
AT006265,S0169,G05,quiz,2026-01-20 16:00:00,P
AT006266,S0170,G05,quiz,2026-01-20 16:00:00,P
AT006267,S0171,G05,quiz,2026-01-20 16:00:00,P
AT006268,S0179,G05,quiz,2026-01-20 16:00:00,P
AT006269,S0200,G05,quiz,2026-01-20 16:00:00,P
AT006270,S0207,G05,quiz,2026-01-20 16:00:00,P
AT006271,S0211,G05,quiz,2026-01-20 16:00:00,P
AT006272,S0213,G05,quiz,2026-01-20 16:00:00,P
AT006273,S0214,G05,quiz,2026-01-20 16:00:00,P
AT006274,S0219,G05,quiz,2026-01-20 16:00:00,P
AT006275,S0220,G05,quiz,2026-01-20 16:00:00,P
AT006276,S0223,G05,quiz,2026-01-20 16:00:00,P
AT006277,S0228,G05,quiz,2026-01-20 16:00:00,A
AT006278,S0231,G05,quiz,2026-01-20 16:00:00,P
AT006279,S0234,G05,quiz,2026-01-20 16:00:00,P
AT006280,S0257,G05,quiz,2026-01-20 16:00:00,P
AT006281,S0268,G05,quiz,2026-01-20 16:00:00,P
